"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年03月05日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A2101","A210101","A210102","A2102","A2201","A2301"
"調査年 コード","調査年","地域 コード","地域","/項目","A2101_住民基本台帳人口（日本人）【人】","A210101_住民基本台帳人口（日本人）（男）【人】","A210102_住民基本台帳人口（日本人）（女）【人】","A2102_行政区域内人口（住民基本台帳人口＋外国人登録人口）【人】","A2201_住民基本台帳人口（外国人）【人】","A2301_住民基本台帳人口（総数）【人】"
"1978100000","1978年度","46000","鹿児島県","","1,782,702","845,850","936,852","***","***","***"
"1978100000","1978年度","47000","沖縄県","","1,109,384","548,047","561,337","***","***","***"
"1977100000","1977年度","01000","北海道","","5,468,646","2,690,808","2,777,838","***","***","***"
"1977100000","1977年度","02000","青森県","","1,532,915","751,595","781,320","***","***","***"
"1977100000","1977年度","03000","岩手県","","1,426,803","698,812","727,991","***","***","***"
"1977100000","1977年度","04000","宮城県","","2,003,541","988,081","1,015,460","***","***","***"
"1977100000","1977年度","05000","秋田県","","1,265,771","613,739","652,032","***","***","***"
"1977100000","1977年度","06000","山形県","","1,245,274","604,955","640,319","***","***","***"
"1977100000","1977年度","07000","福島県","","2,012,286","981,423","1,030,863","***","***","***"
"1977100000","1977年度","08000","茨城県","","2,460,353","1,226,431","1,233,922","***","***","***"
"1977100000","1977年度","09000","栃木県","","1,752,990","866,804","886,186","***","***","***"
"1977100000","1977年度","10000","群馬県","","1,818,156","894,547","923,609","***","***","***"
"1977100000","1977年度","11000","埼玉県","","5,104,846","2,578,278","2,526,568","***","***","***"
"1977100000","1977年度","12000","千葉県","","4,430,827","2,232,317","2,198,510","***","***","***"
"1977100000","1977年度","13000","東京都","","11,369,566","5,710,540","5,659,026","***","***","***"
"1977100000","1977年度","14000","神奈川県","","6,606,231","3,375,161","3,231,070","***","***","***"
"1977100000","1977年度","15000","新潟県","","2,427,689","1,185,128","1,242,561","***","***","***"
"1977100000","1977年度","16000","富山県","","1,092,716","529,624","563,092","***","***","***"
"1977100000","1977年度","17000","石川県","","1,096,556","533,424","563,132","***","***","***"
"1977100000","1977年度","18000","福井県","","787,010","381,792","405,218","***","***","***"
"1977100000","1977年度","19000","山梨県","","801,306","391,556","409,750","***","***","***"
"1977100000","1977年度","20000","長野県","","2,058,228","997,922","1,060,306","***","***","***"
"1977100000","1977年度","21000","岐阜県","","1,919,099","938,423","980,676","***","***","***"
"1977100000","1977年度","22000","静岡県","","3,402,327","1,680,751","1,721,576","***","***","***"
"1977100000","1977年度","23000","愛知県","","6,057,074","3,035,434","3,021,640","***","***","***"
"1977100000","1977年度","24000","三重県","","1,662,971","809,811","853,160","***","***","***"
"1977100000","1977年度","25000","滋賀県","","1,031,881","506,309","525,572","***","***","***"
"1977100000","1977年度","26000","京都府","","2,467,045","1,211,256","1,255,789","***","***","***"
"1977100000","1977年度","27000","大阪府","","8,208,613","4,102,430","4,106,183","***","***","***"
"1977100000","1977年度","28000","兵庫県","","5,037,864","2,486,166","2,551,698","***","***","***"
"1977100000","1977年度","29000","奈良県","","1,134,393","553,680","580,713","***","***","***"
"1977100000","1977年度","30000","和歌山県","","1,094,503","531,311","563,192","***","***","***"
"1977100000","1977年度","31000","鳥取県","","597,442","286,794","310,648","***","***","***"
"1977100000","1977年度","32000","島根県","","782,486","376,596","405,890","***","***","***"
"1977100000","1977年度","33000","岡山県","","1,866,291","909,247","957,044","***","***","***"
"1977100000","1977年度","34000","広島県","","2,696,780","1,322,345","1,374,435","***","***","***"
"1977100000","1977年度","35000","山口県","","1,571,303","756,092","815,211","***","***","***"
"1977100000","1977年度","36000","徳島県","","829,553","402,141","427,412","***","***","***"
"1977100000","1977年度","37000","香川県","","986,374","475,958","510,416","***","***","***"
"1977100000","1977年度","38000","愛媛県","","1,511,026","726,801","784,225","***","***","***"
"1977100000","1977年度","39000","高知県","","834,295","399,095","435,200","***","***","***"
"1977100000","1977年度","40000","福岡県","","4,394,813","2,128,261","2,266,552","***","***","***"
"1977100000","1977年度","41000","佐賀県","","862,417","411,499","450,918","***","***","***"
"1977100000","1977年度","42000","長崎県","","1,589,648","766,266","823,382","***","***","***"
"1977100000","1977年度","43000","熊本県","","1,760,094","842,322","917,772","***","***","***"
"1977100000","1977年度","44000","大分県","","1,218,488","581,886","636,602","***","***","***"
"1977100000","1977年度","45000","宮崎県","","1,126,892","542,073","584,819","***","***","***"
"1977100000","1977年度","46000","鹿児島県","","1,770,664","840,373","930,291","***","***","***"
"1977100000","1977年度","47000","沖縄県","","1,099,787","542,586","557,201","***","***","***"
"1976100000","1976年度","01000","北海道","","5,421,012","2,667,702","2,753,310","***","***","***"
"1976100000","1976年度","02000","青森県","","1,523,488","746,732","776,756","***","***","***"
"1976100000","1976年度","03000","岩手県","","1,421,389","695,809","725,580","***","***","***"
"1976100000","1976年度","04000","宮城県","","1,982,250","978,109","1,004,141","***","***","***"
"1976100000","1976年度","05000","秋田県","","1,261,630","611,556","650,074","***","***","***"
"1976100000","1976年度","06000","山形県","","1,239,739","601,774","637,965","***","***","***"
"1976100000","1976年度","07000","福島県","","1,999,954","974,791","1,025,163","***","***","***"
"1976100000","1976年度","08000","茨城県","","2,416,474","1,203,447","1,213,027","***","***","***"
"1976100000","1976年度","09000","栃木県","","1,735,270","857,394","877,876","***","***","***"
"1976100000","1976年度","10000","群馬県","","1,798,587","884,549","914,038","***","***","***"
"1976100000","1976年度","11000","埼玉県","","4,988,430","2,520,055","2,468,375","***","***","***"
"1976100000","1976年度","12000","千葉県","","4,303,865","2,168,425","2,135,440","***","***","***"
"1976100000","1976年度","13000","東京都","","11,372,799","5,718,324","5,654,475","***","***","***"
"1976100000","1976年度","14000","神奈川県","","6,490,077","3,318,952","3,171,125","***","***","***"
"1976100000","1976年度","15000","新潟県","","2,416,614","1,178,923","1,237,691","***","***","***"
"1976100000","1976年度","16000","富山県","","1,086,220","525,802","560,418","***","***","***"
"1976100000","1976年度","17000","石川県","","1,087,295","528,633","558,662","***","***","***"
"1976100000","1976年度","18000","福井県","","783,358","379,921","403,437","***","***","***"
"1976100000","1976年度","19000","山梨県","","797,455","389,441","408,014","***","***","***"
"1976100000","1976年度","20000","長野県","","2,043,580","989,657","1,053,923","***","***","***"
"1976100000","1976年度","21000","岐阜県","","1,900,614","928,567","972,047","***","***","***"
"1976100000","1976年度","22000","静岡県","","3,374,862","1,666,959","1,707,903","***","***","***"
"1976100000","1976年度","23000","愛知県","","5,994,257","3,003,896","2,990,361","***","***","***"
"1976100000","1976年度","24000","三重県","","1,650,092","803,524","846,568","***","***","***"
"1976100000","1976年度","25000","滋賀県","","1,013,162","496,712","516,450","***","***","***"
"1976100000","1976年度","26000","京都府","","2,447,654","1,201,874","1,245,780","***","***","***"
"1976100000","1976年度","27000","大阪府","","8,164,422","4,085,249","4,079,173","***","***","***"
"1976100000","1976年度","28000","兵庫県","","5,002,807","2,471,279","2,531,528","***","***","***"
"1976100000","1976年度","29000","奈良県","","1,105,605","539,332","566,273","***","***","***"
"1976100000","1976年度","30000","和歌山県","","1,091,576","530,023","561,553","***","***","***"
"1976100000","1976年度","31000","鳥取県","","593,552","284,681","308,871","***","***","***"
"1976100000","1976年度","32000","島根県","","779,601","374,741","404,860","***","***","***"
"1976100000","1976年度","33000","岡山県","","1,855,781","904,183","951,598","***","***","***"
"1976100000","1976年度","34000","広島県","","2,676,760","1,314,130","1,362,630","***","***","***"
"1976100000","1976年度","35000","山口県","","1,563,841","752,462","811,379","***","***","***"
"1976100000","1976年度","36000","徳島県","","829,273","401,917","427,356","***","***","***"
"1976100000","1976年度","37000","香川県","","978,323","471,902","506,421","***","***","***"
"1976100000","1976年度","38000","愛媛県","","1,502,622","722,172","780,450","***","***","***"
"1976100000","1976年度","39000","高知県","","830,171","396,836","433,335","***","***","***"
"1976100000","1976年度","40000","福岡県","","4,345,571","2,103,018","2,242,553","***","***","***"
"1976100000","1976年度","41000","佐賀県","","857,522","408,777","448,745","***","***","***"
"1976100000","1976年度","42000","長崎県","","1,584,441","763,861","820,580","***","***","***"
"1976100000","1976年度","43000","熊本県","","1,743,553","833,485","910,068","***","***","***"
"1976100000","1976年度","44000","大分県","","1,211,395","578,693","632,702","***","***","***"
"1976100000","1976年度","45000","宮崎県","","1,112,771","534,864","577,907","***","***","***"
"1976100000","1976年度","46000","鹿児島県","","1,755,480","831,933","923,547","***","***","***"
"1976100000","1976年度","47000","沖縄県","","1,090,727","537,933","552,794","***","***","***"
"1975100000","1975年度","01000","北海道","","5,375,831","2,646,237","2,729,594","5,384,380","***","***"
"1975100000","1975年度","02000","青森県","","1,509,905","739,385","770,520","1,512,110","***","***"
"1975100000","1975年度","03000","岩手県","","1,415,082","692,007","723,075","1,416,886","***","***"
"1975100000","1975年度","04000","宮城県","","1,945,166","957,135","988,031","1,949,652","***","***"
"1975100000","1975年度","05000","秋田県","","1,255,878","608,236","647,642","1,257,065","***","***"
"1975100000","1975年度","06000","山形県","","1,233,900","598,051","635,849","1,234,788","***","***"
"1975100000","1975年度","07000","福島県","","1,988,647","968,301","1,020,346","1,991,169","***","***"
"1975100000","1975年度","08000","茨城県","","2,381,476","1,184,542","1,196,934","2,385,872","***","***"
"1975100000","1975年度","09000","栃木県","","1,717,505","847,424","870,081","1,719,870","***","***"
"1975100000","1975年度","10000","群馬県","","1,778,126","873,856","904,270","1,781,399","***","***"
"1975100000","1975年度","11000","埼玉県","","4,856,005","2,454,148","2,401,857","4,867,654","***","***"
"1975100000","1975年度","12000","千葉県","","4,190,127","2,112,565","2,077,562","4,202,095","***","***"
"1975100000","1975年度","13000","東京都","","11,373,339","5,726,334","5,647,005","11,483,115","***","***"
"1975100000","1975年度","14000","神奈川県","","6,377,198","3,265,249","3,111,949","6,418,085","***","***"
"1975100000","1975年度","15000","新潟県","","2,405,383","1,172,722","1,232,661","2,480,446","***","***"
"1975100000","1975年度","16000","富山県","","1,078,738","521,697","557,041","1,080,789","***","***"
"1975100000","1975年度","17000","石川県","","1,077,239","523,670","553,569","1,080,756","***","***"
"1975100000","1975年度","18000","福井県","","778,085","376,885","401,200","783,293","***","***"
"1975100000","1975年度","19000","山梨県","","793,715","387,259","406,456","795,640","***","***"
"1975100000","1975年度","20000","長野県","","2,029,192","981,683","1,047,509","2,034,545","***","***"
"1975100000","1975年度","21000","岐阜県","","1,879,461","917,121","962,340","1,890,676","***","***"
"1975100000","1975年度","22000","静岡県","","3,344,896","1,652,589","1,692,307","3,354,186","***","***"
"1975100000","1975年度","23000","愛知県","","5,932,077","2,975,196","2,956,881","5,989,141","***","***"
"1975100000","1975年度","24000","三重県","","1,637,001","796,275","840,726","1,645,385","***","***"
"1975100000","1975年度","25000","滋賀県","","993,541","486,398","507,143","1,001,007","***","***"
"1975100000","1975年度","26000","京都府","","2,429,567","1,193,956","1,235,611","2,477,113","***","***"
"1975100000","1975年度","27000","大阪府","","8,118,346","4,067,573","4,050,773","8,308,720","***","***"
"1975100000","1975年度","28000","兵庫県","","4,963,796","2,455,552","2,508,244","5,046,010","***","***"
