"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年03月05日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A2101","A210101","A210102","A2102","A2201","A2301"
"調査年 コード","調査年","地域 コード","地域","/項目","A2101_住民基本台帳人口（日本人）【人】","A210101_住民基本台帳人口（日本人）（男）【人】","A210102_住民基本台帳人口（日本人）（女）【人】","A2102_行政区域内人口（住民基本台帳人口＋外国人登録人口）【人】","A2201_住民基本台帳人口（外国人）【人】","A2301_住民基本台帳人口（総数）【人】"
"1996100000","1996年度","18000","福井県","","827,171","401,611","425,560","836,551","***","***"
"1996100000","1996年度","19000","山梨県","","880,752","433,264","447,488","891,827","***","***"
"1996100000","1996年度","20000","長野県","","2,194,141","1,071,924","1,122,217","2,222,746","***","***"
"1996100000","1996年度","21000","岐阜県","","2,103,151","1,024,704","1,078,447","2,129,784","***","***"
"1996100000","1996年度","22000","静岡県","","3,742,339","1,845,580","1,896,759","3,796,644","***","***"
"1996100000","1996年度","23000","愛知県","","6,801,368","3,404,605","3,396,763","6,921,193","***","***"
"1996100000","1996年度","24000","三重県","","1,849,043","899,767","949,276","1,873,847","***","***"
"1996100000","1996年度","25000","滋賀県","","1,293,951","637,065","656,886","1,313,526","***","***"
"1996100000","1996年度","26000","京都府","","2,555,167","1,240,724","1,314,443","2,611,432","***","***"
"1996100000","1996年度","27000","大阪府","","8,607,475","4,242,626","4,364,849","8,819,383","***","***"
"1996100000","1996年度","28000","兵庫県","","5,446,612","2,647,358","2,799,254","5,544,951","***","***"
"1996100000","1996年度","29000","奈良県","","1,440,864","696,447","744,417","1,451,413","***","***"
"1996100000","1996年度","30000","和歌山県","","1,098,200","524,697","573,503","1,104,436","***","***"
"1996100000","1996年度","31000","鳥取県","","619,431","296,660","322,771","622,290","***","***"
"1996100000","1996年度","32000","島根県","","770,731","368,579","402,152","774,219","***","***"
"1996100000","1996年度","33000","岡山県","","1,953,532","943,093","1,010,439","1,967,845","***","***"
"1996100000","1996年度","34000","広島県","","2,873,296","1,395,047","1,478,249","2,899,863","***","***"
"1996100000","1996年度","35000","山口県","","1,547,630","734,038","813,592","1,562,594","***","***"
"1996100000","1996年度","36000","徳島県","","837,235","400,863","436,372","839,612","***","***"
"1996100000","1996年度","37000","香川県","","1,034,032","498,415","535,617","1,038,506","***","***"
"1996100000","1996年度","38000","愛媛県","","1,521,648","722,589","799,059","1,525,986","***","***"
"1996100000","1996年度","39000","高知県","","824,410","389,342","435,068","826,717","***","***"
"1996100000","1996年度","40000","福岡県","","4,919,931","2,351,709","2,568,222","4,956,213","***","***"
"1996100000","1996年度","41000","佐賀県","","885,513","421,086","464,427","888,154","***","***"
"1996100000","1996年度","42000","長崎県","","1,547,261","730,677","816,584","1,551,825","***","***"
"1996100000","1996年度","43000","熊本県","","1,868,098","885,455","982,643","1,873,098","***","***"
"1996100000","1996年度","44000","大分県","","1,240,280","587,807","652,473","1,245,202","***","***"
"1996100000","1996年度","45000","宮崎県","","1,188,929","564,723","624,206","1,191,526","***","***"
"1996100000","1996年度","46000","鹿児島県","","1,795,148","844,705","950,443","1,798,469","***","***"
"1996100000","1996年度","47000","沖縄県","","1,295,546","639,729","655,817","1,302,629","***","***"
"1995100000","1995年度","01000","北海道","","5,684,842","2,738,798","2,946,044","5,698,159","***","***"
"1995100000","1995年度","02000","青森県","","1,508,720","725,671","783,049","1,511,760","***","***"
"1995100000","1995年度","03000","岩手県","","1,430,118","692,196","737,922","1,433,141","***","***"
"1995100000","1995年度","04000","宮城県","","2,311,572","1,135,605","1,175,967","2,321,444","***","***"
"1995100000","1995年度","05000","秋田県","","1,222,018","584,343","637,675","1,224,386","***","***"
"1995100000","1995年度","06000","山形県","","1,254,588","606,668","647,920","1,258,035","***","***"
"1995100000","1995年度","07000","福島県","","2,137,990","1,044,704","1,093,286","2,146,131","***","***"
"1995100000","1995年度","08000","茨城県","","2,964,839","1,484,675","1,480,164","2,994,576","***","***"
"1995100000","1995年度","09000","栃木県","","1,982,565","986,247","996,318","2,003,869","***","***"
"1995100000","1995年度","10000","群馬県","","2,000,623","989,127","1,011,496","2,028,547","***","***"
"1995100000","1995年度","11000","埼玉県","","6,718,268","3,400,079","3,318,189","6,784,092","***","***"
"1995100000","1995年度","12000","千葉県","","5,778,793","2,917,509","2,861,284","5,837,957","***","***"
"1995100000","1995年度","13000","東京都","","11,542,468","5,764,564","5,777,904","11,801,311","***","***"
"1995100000","1995年度","14000","神奈川県","","8,172,001","4,169,497","4,002,504","8,277,643","***","***"
"1995100000","1995年度","15000","新潟県","","2,488,917","1,211,314","1,277,603","2,498,032","***","***"
"1995100000","1995年度","16000","富山県","","1,126,841","543,465","583,376","1,133,788","***","***"
"1995100000","1995年度","17000","石川県","","1,171,986","567,439","604,547","1,178,030","***","***"
"1995100000","1995年度","18000","福井県","","826,407","401,048","425,359","835,422","***","***"
"1995100000","1995年度","19000","山梨県","","877,794","431,748","446,046","887,784","***","***"
"1995100000","1995年度","20000","長野県","","2,190,307","1,069,501","1,120,806","2,215,986","***","***"
"1995100000","1995年度","21000","岐阜県","","2,099,352","1,022,815","1,076,537","2,122,701","***","***"
"1995100000","1995年度","22000","静岡県","","3,734,279","1,841,995","1,892,284","3,785,659","***","***"
"1995100000","1995年度","23000","愛知県","","6,770,293","3,389,393","3,380,900","6,881,043","***","***"
"1995100000","1995年度","24000","三重県","","1,843,869","896,727","947,142","1,865,297","***","***"
"1995100000","1995年度","25000","滋賀県","","1,283,341","631,701","651,640","1,301,528","***","***"
"1995100000","1995年度","26000","京都府","","2,551,061","1,239,006","1,312,055","2,607,391","***","***"
"1995100000","1995年度","27000","大阪府","","8,592,991","4,237,232","4,355,759","8,803,591","***","***"
"1995100000","1995年度","28000","兵庫県","","5,422,446","2,636,516","2,785,930","5,519,874","***","***"
"1995100000","1995年度","29000","奈良県","","1,434,579","694,036","740,543","1,444,868","***","***"
"1995100000","1995年度","30000","和歌山県","","1,098,682","525,199","573,483","1,104,818","***","***"
"1995100000","1995年度","31000","鳥取県","","619,238","296,517","322,721","621,848","***","***"
"1995100000","1995年度","32000","島根県","","772,601","369,449","403,152","775,577","***","***"
"1995100000","1995年度","33000","岡山県","","1,950,586","941,905","1,008,681","1,964,658","***","***"
"1995100000","1995年度","34000","広島県","","2,870,671","1,394,642","1,476,029","2,896,544","***","***"
"1995100000","1995年度","35000","山口県","","1,550,419","735,509","814,910","1,565,312","***","***"
"1995100000","1995年度","36000","徳島県","","837,570","401,010","436,560","839,460","***","***"
"1995100000","1995年度","37000","香川県","","1,033,671","498,151","535,520","1,037,645","***","***"
"1995100000","1995年度","38000","愛媛県","","1,523,471","723,577","799,894","1,527,646","***","***"
"1995100000","1995年度","39000","高知県","","825,995","390,015","435,980","828,171","***","***"
"1995100000","1995年度","40000","福岡県","","4,895,201","2,340,885","2,554,316","4,931,472","***","***"
"1995100000","1995年度","41000","佐賀県","","885,599","421,193","464,406","888,084","***","***"
"1995100000","1995年度","42000","長崎県","","1,550,220","732,533","817,687","1,554,662","***","***"
"1995100000","1995年度","43000","熊本県","","1,865,373","884,182","981,191","1,870,219","***","***"
"1995100000","1995年度","44000","大分県","","1,241,164","588,313","652,851","1,246,010","***","***"
"1995100000","1995年度","45000","宮崎県","","1,188,070","564,424","623,646","1,190,613","***","***"
"1995100000","1995年度","46000","鹿児島県","","1,794,951","844,406","950,545","1,798,130","***","***"
"1995100000","1995年度","47000","沖縄県","","1,287,023","635,527","651,496","1,294,380","***","***"
"1994100000","1994年度","01000","北海道","","5,675,063","2,735,727","2,939,336","5,688,602","***","***"
"1994100000","1994年度","02000","青森県","","1,508,045","725,623","782,422","1,511,145","***","***"
"1994100000","1994年度","03000","岩手県","","1,430,332","692,347","737,985","1,433,382","***","***"
"1994100000","1994年度","04000","宮城県","","2,299,396","1,129,547","1,169,849","2,309,013","***","***"
"1994100000","1994年度","05000","秋田県","","1,225,868","586,257","639,611","1,228,288","***","***"
"1994100000","1994年度","06000","山形県","","1,256,481","607,654","648,827","1,259,678","***","***"
"1994100000","1994年度","07000","福島県","","2,135,646","1,043,238","1,092,408","2,143,653","***","***"
"1994100000","1994年度","08000","茨城県","","2,952,788","1,479,034","1,473,754","2,979,405","***","***"
"1994100000","1994年度","09000","栃木県","","1,976,264","983,327","992,937","1,996,323","***","***"
"1994100000","1994年度","10000","群馬県","","1,996,556","986,818","1,009,738","2,022,318","***","***"
"1994100000","1994年度","11000","埼玉県","","6,673,760","3,379,684","3,294,076","6,738,148","***","***"
"1994100000","1994年度","12000","千葉県","","5,751,764","2,905,551","2,846,213","5,809,163","***","***"
"1994100000","1994年度","13000","東京都","","11,549,145","5,773,847","5,775,298","11,814,811","***","***"
"1994100000","1994年度","14000","神奈川県","","8,143,569","4,160,238","3,983,331","8,248,132","***","***"
"1994100000","1994年度","15000","新潟県","","2,487,908","1,210,565","1,277,343","2,496,455","***","***"
"1994100000","1994年度","16000","富山県","","1,125,999","542,760","583,239","1,132,749","***","***"
"1994100000","1994年度","17000","石川県","","1,169,732","566,327","603,405","1,175,600","***","***"
"1994100000","1994年度","18000","福井県","","825,604","400,503","425,101","834,234","***","***"
"1994100000","1994年度","19000","山梨県","","874,908","430,142","444,766","884,060","***","***"
"1994100000","1994年度","20000","長野県","","2,185,005","1,066,474","1,118,531","2,208,301","***","***"
"1994100000","1994年度","21000","岐阜県","","2,096,739","1,021,681","1,075,058","2,119,035","***","***"
"1994100000","1994年度","22000","静岡県","","3,728,987","1,839,771","1,889,216","3,777,514","***","***"
"1994100000","1994年度","23000","愛知県","","6,743,803","3,376,903","3,366,900","6,852,008","***","***"
"1994100000","1994年度","24000","三重県","","1,839,003","894,277","944,726","1,858,638","***","***"
"1994100000","1994年度","25000","滋賀県","","1,272,428","626,218","646,210","1,289,330","***","***"
"1994100000","1994年度","26000","京都府","","2,547,526","1,237,800","1,309,726","2,604,422","***","***"
"1994100000","1994年度","27000","大阪府","","8,564,702","4,224,456","4,340,246","8,776,940","***","***"
"1994100000","1994年度","28000","兵庫県","","5,430,998","2,641,316","2,789,682","5,529,093","***","***"
"1994100000","1994年度","29000","奈良県","","1,425,359","689,927","735,432","1,435,558","***","***"
"1994100000","1994年度","30000","和歌山県","","1,098,625","525,548","573,077","1,104,742","***","***"
"1994100000","1994年度","31000","鳥取県","","619,377","296,707","322,670","622,093","***","***"
"1994100000","1994年度","32000","島根県","","774,193","370,233","403,960","776,981","***","***"
"1994100000","1994年度","33000","岡山県","","1,948,448","941,068","1,007,380","1,962,721","***","***"
"1994100000","1994年度","34000","広島県","","2,867,822","1,394,393","1,473,429","2,894,363","***","***"
"1994100000","1994年度","35000","山口県","","1,555,549","738,292","817,257","1,570,771","***","***"
"1994100000","1994年度","36000","徳島県","","837,913","401,284","436,629","839,709","***","***"
"1994100000","1994年度","37000","香川県","","1,032,538","497,605","534,933","1,036,602","***","***"
"1994100000","1994年度","38000","愛媛県","","1,525,484","724,670","800,814","1,529,686","***","***"
"1994100000","1994年度","39000","高知県","","826,309","390,235","436,074","828,379","***","***"
"1994100000","1994年度","40000","福岡県","","4,873,171","2,330,565","2,542,606","4,910,232","***","***"
"1994100000","1994年度","41000","佐賀県","","884,897","420,687","464,210","887,420","***","***"
"1994100000","1994年度","42000","長崎県","","1,554,342","734,919","819,423","1,558,907","***","***"
"1994100000","1994年度","43000","熊本県","","1,862,296","883,017","979,279","1,867,484","***","***"
"1994100000","1994年度","44000","大分県","","1,242,520","589,116","653,404","1,247,379","***","***"
"1994100000","1994年度","45000","宮崎県","","1,187,439","564,274","623,165","1,190,056","***","***"
"1994100000","1994年度","46000","鹿児島県","","1,793,706","844,001","949,705","1,797,195","***","***"
"1994100000","1994年度","47000","沖縄県","","1,277,491","630,842","646,649","1,285,106","***","***"
"1993100000","1993年度","01000","北海道","","5,665,699","2,732,864","2,932,835","5,678,680","***","***"
"1993100000","1993年度","02000","青森県","","1,507,037","725,266","781,771","1,509,859","***","***"
"1993100000","1993年度","03000","岩手県","","1,428,646","691,647","736,999","1,431,348","***","***"
"1993100000","1993年度","04000","宮城県","","2,286,741","1,123,358","1,163,383","2,295,650","***","***"
"1993100000","1993年度","05000","秋田県","","1,226,921","586,916","640,005","1,229,088","***","***"
"1993100000","1993年度","06000","山形県","","1,255,556","606,931","648,625","1,258,389","***","***"
"1993100000","1993年度","07000","福島県","","2,129,647","1,039,963","1,089,684","2,136,598","***","***"
"1993100000","1993年度","08000","茨城県","","2,935,668","1,470,310","1,465,358","2,959,027","***","***"
"1993100000","1993年度","09000","栃木県","","1,969,380","979,903","989,477","1,987,689","***","***"
"1993100000","1993年度","10000","群馬県","","1,990,591","983,623","1,006,968","2,013,036","***","***"
"1993100000","1993年度","11000","埼玉県","","6,611,935","3,350,230","3,261,705","6,672,180","***","***"
"1993100000","1993年度","12000","千葉県","","5,717,741","2,889,189","2,828,552","5,771,226","***","***"
"1993100000","1993年度","13000","東京都","","11,573,029","5,791,253","5,781,776","11,832,817","***","***"
"1993100000","1993年度","14000","神奈川県","","8,103,918","4,145,604","3,958,314","8,205,091","***","***"
"1993100000","1993年度","15000","新潟県","","2,483,915","1,208,157","1,275,758","2,491,780","***","***"
"1993100000","1993年度","16000","富山県","","1,124,427","541,944","582,483","1,130,353","***","***"
"1993100000","1993年度","17000","石川県","","1,167,037","564,922","602,115","1,172,594","***","***"
"1993100000","1993年度","18000","福井県","","823,198","398,983","424,215","831,294","***","***"
"1993100000","1993年度","19000","山梨県","","870,649","428,093","442,556","878,716","***","***"
"1993100000","1993年度","20000","長野県","","2,178,775","1,062,638","1,116,137","2,197,865","***","***"
"1993100000","1993年度","21000","岐阜県","","2,089,604","1,017,946","1,071,658","2,110,520","***","***"
"1993100000","1993年度","22000","静岡県","","3,718,312","1,834,699","1,883,613","3,762,186","***","***"
"1993100000","1993年度","23000","愛知県","","6,714,789","3,362,903","3,351,886","6,820,591","***","***"
"1993100000","1993年度","24000","三重県","","1,829,721","889,663","940,058","1,848,352","***","***"
"1993100000","1993年度","25000","滋賀県","","1,259,880","619,765","640,115","1,275,543","***","***"
"1993100000","1993年度","26000","京都府","","2,542,579","1,235,603","1,306,976","2,599,572","***","***"
"1993100000","1993年度","27000","大阪府","","8,542,624","4,215,549","4,327,075","8,756,271","***","***"
"1993100000","1993年度","28000","兵庫県","","5,457,617","2,654,614","2,803,003","5,557,018","***","***"
"1993100000","1993年度","29000","奈良県","","1,415,222","685,479","729,743","1,425,343","***","***"
"1993100000","1993年度","30000","和歌山県","","1,094,933","523,425","571,508","1,101,066","***","***"
"1993100000","1993年度","31000","鳥取県","","618,349","296,143","322,206","621,039","***","***"
"1993100000","1993年度","32000","島根県","","774,624","370,409","404,215","777,252","***","***"
"1993100000","1993年度","33000","岡山県","","1,944,167","938,956","1,005,211","1,958,287","***","***"
"1993100000","1993年度","34000","広島県","","2,861,699","1,391,491","1,470,208","2,888,663","***","***"
"1993100000","1993年度","35000","山口県","","1,556,286","738,458","817,828","1,571,944","***","***"
"1993100000","1993年度","36000","徳島県","","837,226","401,019","436,207","838,917","***","***"
"1993100000","1993年度","37000","香川県","","1,030,903","496,811","534,092","1,035,045","***","***"
"1993100000","1993年度","38000","愛媛県","","1,525,078","724,287","800,791","1,529,311","***","***"
"1993100000","1993年度","39000","高知県","","826,812","390,459","436,353","828,884","***","***"
"1993100000","1993年度","40000","福岡県","","4,849,431","2,319,985","2,529,446","4,886,093","***","***"
"1993100000","1993年度","41000","佐賀県","","882,878","419,644","463,234","885,420","***","***"
"1993100000","1993年度","42000","長崎県","","1,556,612","736,452","820,160","1,561,191","***","***"
"1993100000","1993年度","43000","熊本県","","1,858,946","881,416","977,530","1,863,892","***","***"
"1993100000","1993年度","44000","大分県","","1,241,149","588,176","652,973","1,245,995","***","***"
"1993100000","1993年度","45000","宮崎県","","1,184,047","562,535","621,512","1,186,649","***","***"
"1993100000","1993年度","46000","鹿児島県","","1,791,905","843,257","948,648","1,795,244","***","***"
"1993100000","1993年度","47000","沖縄県","","1,266,898","625,704","641,194","1,274,523","***","***"
"1992100000","1992年度","01000","北海道","","5,656,230","2,730,350","2,925,880","5,668,898","***","***"
"1992100000","1992年度","02000","青森県","","1,506,250","725,163","781,087","1,509,054","***","***"
"1992100000","1992年度","03000","岩手県","","1,427,856","691,347","736,509","1,430,589","***","***"
"1992100000","1992年度","04000","宮城県","","2,272,762","1,116,354","1,156,408","2,281,295","***","***"
"1992100000","1992年度","05000","秋田県","","1,228,587","587,813","640,774","1,230,767","***","***"
"1992100000","1992年度","06000","山形県","","1,255,470","606,903","648,567","1,258,146","***","***"
"1992100000","1992年度","07000","福島県","","2,124,010","1,037,019","1,086,991","2,131,218","***","***"
"1992100000","1992年度","08000","茨城県","","2,915,280","1,459,434","1,455,846","2,937,400","***","***"
"1992100000","1992年度","09000","栃木県","","1,960,535","975,669","984,866","1,978,912","***","***"
"1992100000","1992年度","10000","群馬県","","1,983,502","979,947","1,003,555","2,005,914","***","***"
"1992100000","1992年度","11000","埼玉県","","6,540,690","3,314,861","3,225,829","6,599,118","***","***"
"1992100000","1992年度","12000","千葉県","","5,672,846","2,865,499","2,807,347","5,723,614","***","***"
"1992100000","1992年度","13000","東京都","","11,609,735","5,815,263","5,794,472","11,875,611","***","***"
"1992100000","1992年度","14000","神奈川県","","8,057,454","4,125,632","3,931,822","8,160,588","***","***"
"1992100000","1992年度","15000","新潟県","","2,479,775","1,205,782","1,273,993","2,487,255","***","***"
"1992100000","1992年度","16000","富山県","","1,123,681","541,603","582,078","1,128,855","***","***"
"1992100000","1992年度","17000","石川県","","1,164,234","563,508","600,726","1,169,486","***","***"
"1992100000","1992年度","18000","福井県","","821,348","397,891","423,457","828,772","***","***"
"1992100000","1992年度","19000","山梨県","","865,858","425,597","440,261","873,536","***","***"
"1992100000","1992年度","20000","長野県","","2,171,593","1,058,322","1,113,271","2,188,823","***","***"
"1992100000","1992年度","21000","岐阜県","","2,083,624","1,014,936","1,068,688","2,104,085","***","***"
"1992100000","1992年度","22000","静岡県","","3,705,708","1,828,011","1,877,697","3,750,770","***","***"
"1992100000","1992年度","23000","愛知県","","6,684,035","3,348,122","3,335,913","6,792,734","***","***"
"1992100000","1992年度","24000","三重県","","1,821,533","885,453","936,080","1,839,971","***","***"
"1992100000","1992年度","25000","滋賀県","","1,247,467","613,835","633,632","1,262,151","***","***"
"1992100000","1992年度","26000","京都府","","2,542,682","1,236,301","1,306,381","2,599,718","***","***"
"1992100000","1992年度","27000","大阪府","","8,548,835","4,221,617","4,327,218","8,762,854","***","***"
"1992100000","1992年度","28000","兵庫県","","5,429,032","2,641,393","2,787,639","5,526,789","***","***"
"1992100000","1992年度","29000","奈良県","","1,404,169","680,332","723,837","1,414,091","***","***"
"1992100000","1992年度","30000","和歌山県","","1,093,057","522,551","570,506","1,099,024","***","***"
"1992100000","1992年度","31000","鳥取県","","618,045","296,098","321,947","620,600","***","***"
"1992100000","1992年度","32000","島根県","","776,024","371,408","404,616","778,347","***","***"
"1992100000","1992年度","33000","岡山県","","1,940,276","937,241","1,003,035","1,953,694","***","***"
"1992100000","1992年度","34000","広島県","","2,857,304","1,389,184","1,468,120","2,884,070","***","***"
"1992100000","1992年度","35000","山口県","","1,558,502","739,784","818,718","1,573,995","***","***"
"1992100000","1992年度","36000","徳島県","","837,745","401,282","436,463","839,128","***","***"
"1992100000","1992年度","37000","香川県","","1,029,544","496,188","533,356","1,033,248","***","***"
"1992100000","1992年度","38000","愛媛県","","1,526,033","724,870","801,163","1,529,865","***","***"
"1992100000","1992年度","39000","高知県","","827,982","391,175","436,807","829,910","***","***"
"1992100000","1992年度","40000","福岡県","","4,824,483","2,308,869","2,515,614","4,859,763","***","***"
"1992100000","1992年度","41000","佐賀県","","881,828","419,074","462,754","884,102","***","***"
"1992100000","1992年度","42000","長崎県","","1,557,530","736,879","820,651","1,562,009","***","***"
"1992100000","1992年度","43000","熊本県","","1,854,957","879,373","975,584","1,859,481","***","***"
"1992100000","1992年度","44000","大分県","","1,240,497","587,684","652,813","1,245,025","***","***"
"1992100000","1992年度","45000","宮崎県","","1,180,908","560,847","620,061","1,183,190","***","***"
"1992100000","1992年度","46000","鹿児島県","","1,792,110","843,387","948,723","1,794,996","***","***"
"1992100000","1992年度","47000","沖縄県","","1,255,852","619,961","635,891","1,262,996","***","***"
"1991100000","1991年度","01000","北海道","","5,649,829","2,730,008","2,919,821","5,662,507","***","***"
"1991100000","1991年度","02000","青森県","","1,509,599","727,350","782,249","1,512,438","***","***"
"1991100000","1991年度","03000","岩手県","","1,426,886","691,197","735,689","1,429,591","***","***"
"1991100000","1991年度","04000","宮城県","","2,257,319","1,109,075","1,148,244","2,265,110","***","***"
"1991100000","1991年度","05000","秋田県","","1,231,814","589,868","641,946","1,233,942","***","***"
"1991100000","1991年度","06000","山形県","","1,256,856","607,644","649,212","1,259,399","***","***"
"1991100000","1991年度","07000","福島県","","2,116,507","1,033,081","1,083,426","2,123,188","***","***"
"1991100000","1991年度","08000","茨城県","","2,893,517","1,447,430","1,446,087","2,913,535","***","***"
"1991100000","1991年度","09000","栃木県","","1,951,125","970,754","980,371","1,968,441","***","***"
"1991100000","1991年度","10000","群馬県","","1,976,934","976,546","1,000,388","1,997,828","***","***"
"1991100000","1991年度","11000","埼玉県","","6,465,317","3,276,043","3,189,274","6,518,776","***","***"
"1991100000","1991年度","12000","千葉県","","5,614,107","2,833,941","2,780,166","5,659,445","***","***"
"1991100000","1991年度","13000","東京都","","11,633,582","5,833,426","5,800,156","11,892,354","***","***"
"1991100000","1991年度","14000","神奈川県","","8,002,445","4,099,475","3,902,970","8,100,416","***","***"
"1991100000","1991年度","15000","新潟県","","2,478,504","1,205,071","1,273,433","2,485,280","***","***"
"1991100000","1991年度","16000","富山県","","1,124,402","541,994","582,408","1,128,943","***","***"
"1991100000","1991年度","17000","石川県","","1,161,856","562,460","599,396","1,166,878","***","***"
"1991100000","1991年度","18000","福井県","","820,798","397,629","423,169","827,484","***","***"
"1991100000","1991年度","19000","山梨県","","862,457","423,940","438,517","869,192","***","***"
"1991100000","1991年度","20000","長野県","","2,167,259","1,056,120","1,111,139","2,183,107","***","***"
"1991100000","1991年度","21000","岐阜県","","2,077,916","1,012,547","1,065,369","2,096,515","***","***"
"1991100000","1991年度","22000","静岡県","","3,694,926","1,822,550","1,872,376","3,737,260","***","***"
"1991100000","1991年度","23000","愛知県","","6,650,236","3,330,433","3,319,803","6,753,485","***","***"
"1991100000","1991年度","24000","三重県","","1,814,296","882,111","932,185","1,831,056","***","***"
"1991100000","1991年度","25000","滋賀県","","1,236,867","608,454","628,413","1,250,401","***","***"
"1991100000","1991年度","26000","京都府","","2,541,902","1,236,792","1,305,110","2,598,156","***","***"
"1991100000","1991年度","27000","大阪府","","8,552,322","4,225,800","4,326,522","8,767,061","***","***"
"1991100000","1991年度","28000","兵庫県","","5,403,476","2,630,566","2,772,910","5,499,147","***","***"
"1991100000","1991年度","29000","奈良県","","1,391,495","674,649","716,846","1,401,113","***","***"
"1991100000","1991年度","30000","和歌山県","","1,091,409","521,934","569,475","1,097,119","***","***"
"1991100000","1991年度","31000","鳥取県","","619,115","296,885","322,230","621,645","***","***"
"1991100000","1991年度","32000","島根県","","778,816","372,954","405,862","781,080","***","***"
"1991100000","1991年度","33000","岡山県","","1,936,140","935,277","1,000,863","1,948,653","***","***"
"1991100000","1991年度","34000","広島県","","2,851,218","1,386,319","1,464,899","2,876,298","***","***"
"1991100000","1991年度","35000","山口県","","1,561,558","741,160","820,398","1,577,265","***","***"
"1991100000","1991年度","36000","徳島県","","838,285","401,676","436,609","839,526","***","***"
"1991100000","1991年度","37000","香川県","","1,029,818","496,453","533,365","1,032,781","***","***"
"1991100000","1991年度","38000","愛媛県","","1,526,981","725,479","801,502","1,530,487","***","***"
"1991100000","1991年度","39000","高知県","","831,166","392,967","438,199","832,981","***","***"
"1991100000","1991年度","40000","福岡県","","4,800,029","2,298,140","2,501,889","4,834,290","***","***"
"1991100000","1991年度","41000","佐賀県","","881,078","418,409","462,669","883,216","***","***"
"1991100000","1991年度","42000","長崎県","","1,561,396","739,441","821,955","1,565,616","***","***"
"1991100000","1991年度","43000","熊本県","","1,851,366","877,833","973,533","1,855,365","***","***"
"1991100000","1991年度","44000","大分県","","1,242,519","589,107","653,412","1,247,147","***","***"
"1991100000","1991年度","45000","宮崎県","","1,179,928","560,223","619,705","1,182,106","***","***"
"1991100000","1991年度","46000","鹿児島県","","1,794,268","844,926","949,342","1,796,958","***","***"
"1991100000","1991年度","47000","沖縄県","","1,247,658","616,108","631,550","1,254,530","***","***"
"1990100000","1990年度","01000","北海道","","5,643,699","2,730,381","2,913,318","5,654,878","***","***"
"1990100000","1990年度","02000","青森県","","1,515,508","731,469","784,039","1,518,007","***","***"
"1990100000","1990年度","03000","岩手県","","1,428,904","692,319","736,585","1,431,155","***","***"
"1990100000","1990年度","04000","宮城県","","2,240,389","1,101,003","1,139,386","2,247,233","***","***"
"1990100000","1990年度","05000","秋田県","","1,236,840","592,936","643,904","1,238,610","***","***"
"1990100000","1990年度","06000","山形県","","1,258,410","608,487","649,923","1,260,303","***","***"
"1990100000","1990年度","07000","福島県","","2,111,049","1,030,097","1,080,952","2,116,088","***","***"
"1990100000","1990年度","08000","茨城県","","2,866,491","1,433,082","1,433,409","2,881,192","***","***"
"1990100000","1990年度","09000","栃木県","","1,940,115","964,761","975,354","1,952,150","***","***"
"1990100000","1990年度","10000","群馬県","","1,969,466","972,906","996,560","1,983,828","***","***"
"1990100000","1990年度","11000","埼玉県","","6,380,147","3,231,102","3,149,045","6,421,214","***","***"
"1990100000","1990年度","12000","千葉県","","5,550,380","2,799,600","2,750,780","5,585,349","***","***"
"1990100000","1990年度","13000","東京都","","11,631,901","5,837,858","5,794,043","11,859,721","***","***"
"1990100000","1990年度","14000","神奈川県","","7,931,520","4,062,874","3,868,646","8,013,835","***","***"
"1990100000","1990年度","15000","新潟県","","2,476,917","1,204,456","1,272,461","2,482,262","***","***"
"1990100000","1990年度","16000","富山県","","1,124,430","542,017","582,413","1,127,899","***","***"
"1990100000","1990年度","17000","石川県","","1,159,640","561,770","597,870","1,164,363","***","***"
"1990100000","1990年度","18000","福井県","","820,890","397,707","423,183","826,944","***","***"
"1990100000","1990年度","19000","山梨県","","857,834","421,446","436,388","862,197","***","***"
"1990100000","1990年度","20000","長野県","","2,160,936","1,052,454","1,108,482","2,172,358","***","***"
"1990100000","1990年度","21000","岐阜県","","2,071,985","1,009,800","1,062,185","2,086,332","***","***"
"1990100000","1990年度","22000","静岡県","","3,679,660","1,814,316","1,865,344","3,708,939","***","***"
"1990100000","1990年度","23000","愛知県","","6,610,108","3,308,916","3,301,192","6,694,697","***","***"
"1990100000","1990年度","24000","三重県","","1,804,845","877,570","927,275","1,817,638","***","***"
"1990100000","1990年度","25000","滋賀県","","1,225,916","602,898","623,018","1,236,709","***","***"
"1990100000","1990年度","26000","京都府","","2,539,004","1,235,967","1,303,037","2,593,486","***","***"
"1990100000","1990年度","27000","大阪府","","8,548,084","4,231,873","4,316,211","8,758,074","***","***"
"1990100000","1990年度","28000","兵庫県","","5,373,537","2,617,220","2,756,317","5,465,530","***","***"
"1990100000","1990年度","29000","奈良県","","1,381,931","670,577","711,354","1,390,701","***","***"
"1990100000","1990年度","30000","和歌山県","","1,090,676","521,821","568,855","1,096,143","***","***"
"1990100000","1990年度","31000","鳥取県","","619,823","297,502","322,321","622,174","***","***"
"1990100000","1990年度","32000","島根県","","782,140","374,924","407,216","784,115","***","***"
"1990100000","1990年度","33000","岡山県","","1,934,150","934,423","999,727","1,945,264","***","***"
